"Step","drqv2/run4 - train/score","drqv2/run4 - train/score__MIN","drqv2/run4 - train/score__MAX","drqv2/run3 - train/score","drqv2/run3 - train/score__MIN","drqv2/run3 - train/score__MAX","drqv2/run2 - train/score","drqv2/run2 - train/score__MIN","drqv2/run2 - train/score__MAX","drqv2/run1 - train/score","drqv2/run1 - train/score__MIN","drqv2/run1 - train/score__MAX","drqv2/run0 - train/score","drqv2/run0 - train/score__MIN","drqv2/run0 - train/score__MAX","dreamerv3/medium/ih_15/room0/alt_blue/run4 - train/score","dreamerv3/medium/ih_15/room0/alt_blue/run4 - train/score__MIN","dreamerv3/medium/ih_15/room0/alt_blue/run4 - train/score__MAX","dreamerv3/medium/ih_15/room0/alt_blue/run3 - train/score","dreamerv3/medium/ih_15/room0/alt_blue/run3 - train/score__MIN","dreamerv3/medium/ih_15/room0/alt_blue/run3 - train/score__MAX","dreamerv3/medium/ih_15/room0/alt_blue/run2 - train/score","dreamerv3/medium/ih_15/room0/alt_blue/run2 - train/score__MIN","dreamerv3/medium/ih_15/room0/alt_blue/run2 - train/score__MAX","dreamerv3/medium/ih_15/room0/alt_blue/run1 - train/score","dreamerv3/medium/ih_15/room0/alt_blue/run1 - train/score__MIN","dreamerv3/medium/ih_15/room0/alt_blue/run1 - train/score__MAX","dreamerv3/medium/ih_15/room0/alt_blue/run0 - train/score","dreamerv3/medium/ih_15/room0/alt_blue/run0 - train/score__MIN","dreamerv3/medium/ih_15/room0/alt_blue/run0 - train/score__MAX"
"713","55.01346206665039","55.01346206665039","55.01346206665039","62.001060485839844","62.001060485839844","62.001060485839844","54.68244934082031","54.68244934082031","54.68244934082031","67.81060028076172","67.81060028076172","67.81060028076172","65.54739379882812","65.54739379882812","65.54739379882812","75.09091410785913","75.09091410785913","75.09091410785913","63.54841560125351","63.54841560125351","63.54841560125351","73.40524908155203","73.40524908155203","73.40524908155203","65.36409367248416","65.36409367248416","65.36409367248416","72.0743236541748","72.0743236541748","72.0743236541748"
"714","52.076194763183594","52.076194763183594","52.076194763183594","84.50409698486328","84.50409698486328","84.50409698486328","74.25518035888672","74.25518035888672","74.25518035888672","45.714420318603516","45.714420318603516","45.714420318603516","67.39781188964844","67.39781188964844","67.39781188964844","72.44184870272875","72.44184870272875","72.44184870272875","59.32624360918999","59.32624360918999","59.32624360918999","39.76272515207529","39.76272515207529","39.76272515207529","77.02349473536015","77.02349473536015","77.02349473536015","63.88748553395271","63.88748553395271","63.88748553395271"
"715","63.127838134765625","63.127838134765625","63.127838134765625","74.78614044189453","74.78614044189453","74.78614044189453","78.80205535888672","78.80205535888672","78.80205535888672","76.58992004394531","76.58992004394531","76.58992004394531","78.10253143310547","78.10253143310547","78.10253143310547","77.80648240447044","77.80648240447044","77.80648240447044","77.68359786272049","77.68359786272049","77.68359786272049","68.54855632781982","68.54855632781982","68.54855632781982","78.8627375275828","78.8627375275828","78.8627375275828","74.6689385175705","74.6689385175705","74.6689385175705"
"716","72.88683319091797","72.88683319091797","72.88683319091797","34.2025260925293","34.2025260925293","34.2025260925293","78.10276794433594","78.10276794433594","78.10276794433594","64.16389465332031","64.16389465332031","64.16389465332031","71.63223266601562","71.63223266601562","71.63223266601562","50.50466732948553","50.50466732948553","50.50466732948553","41.51505410671234","41.51505410671234","41.51505410671234","57.89247007295489","57.89247007295489","57.89247007295489","66.54454819485545","66.54454819485545","66.54454819485545","66.75174172222614","66.75174172222614","66.75174172222614"
"717","73.09172821044922","73.09172821044922","73.09172821044922","69.07854461669922","69.07854461669922","69.07854461669922","73.16715240478516","73.16715240478516","73.16715240478516","64.48164367675781","64.48164367675781","64.48164367675781","68.52847290039062","68.52847290039062","68.52847290039062","65.37540926784277","65.37540926784277","65.37540926784277","25.68463045358658","25.68463045358658","25.68463045358658","54.70717237889767","54.70717237889767","54.70717237889767","66.29276295751333","66.29276295751333","66.29276295751333","68.38188630342484","68.38188630342484","68.38188630342484"
"718","73.17546844482422","73.17546844482422","73.17546844482422","70.80448913574219","70.80448913574219","70.80448913574219","64.22047424316406","64.22047424316406","64.22047424316406","52.21705627441406","52.21705627441406","52.21705627441406","74.70634460449219","74.70634460449219","74.70634460449219","33.551411947235465","33.551411947235465","33.551411947235465","60.55367048084736","60.55367048084736","60.55367048084736","51.331423223018646","51.331423223018646","51.331423223018646","82.77065408602357","82.77065408602357","82.77065408602357","60.1202844530344","60.1202844530344","60.1202844530344"
"719","62.90654373168945","62.90654373168945","62.90654373168945","75.2706527709961","75.2706527709961","75.2706527709961","35.219295501708984","35.219295501708984","35.219295501708984","72.85009765625","72.85009765625","72.85009765625","72.27579498291016","72.27579498291016","72.27579498291016","73.5786751806736","73.5786751806736","73.5786751806736","","","","72.10754689574242","72.10754689574242","72.10754689574242","","","","","",""
"720","74.88919067382812","74.88919067382812","74.88919067382812","65.83920288085938","65.83920288085938","65.83920288085938","74.5468978881836","74.5468978881836","74.5468978881836","70.48161315917969","70.48161315917969","70.48161315917969","50.22172927856445","50.22172927856445","50.22172927856445","","","","75.3437405526638","75.3437405526638","75.3437405526638","","","","75.40707594156265","75.40707594156265","75.40707594156265","-52.87702146032825","-52.87702146032825","-52.87702146032825"
"721","60.54447555541992","60.54447555541992","60.54447555541992","79.3199691772461","79.3199691772461","79.3199691772461","59.84092712402344","59.84092712402344","59.84092712402344","71.46979522705078","71.46979522705078","71.46979522705078","55.958518981933594","55.958518981933594","55.958518981933594","74.81087517738342","74.81087517738342","74.81087517738342","74.37638477236032","74.37638477236032","74.37638477236032","54.41558597609401","54.41558597609401","54.41558597609401","74.19933065772057","74.19933065772057","74.19933065772057","61.88177324831486","61.88177324831486","61.88177324831486"
"722","72.4814224243164","72.4814224243164","72.4814224243164","69.76158905029297","69.76158905029297","69.76158905029297","68.5128402709961","68.5128402709961","68.5128402709961","77.0003890991211","77.0003890991211","77.0003890991211","75.14009857177734","75.14009857177734","75.14009857177734","65.7168133892119","65.7168133892119","65.7168133892119","52.45881948713213","52.45881948713213","52.45881948713213","64.81543676462024","64.81543676462024","64.81543676462024","75.56266811490059","75.56266811490059","75.56266811490059","68.01712170243263","68.01712170243263","68.01712170243263"
"723","65.35488891601562","65.35488891601562","65.35488891601562","72.2341079711914","72.2341079711914","72.2341079711914","68.1402816772461","68.1402816772461","68.1402816772461","72.93447875976562","72.93447875976562","72.93447875976562","72.77007293701172","72.77007293701172","72.77007293701172","-27.5036843419075","-27.5036843419075","-27.5036843419075","61.310131788253784","61.310131788253784","61.310131788253784","51.83833685517311","51.83833685517311","51.83833685517311","71.0071407109499","71.0071407109499","71.0071407109499","82.87177036702633","82.87177036702633","82.87177036702633"
"724","79.58373260498047","79.58373260498047","79.58373260498047","78.0657730102539","78.0657730102539","78.0657730102539","71.27460479736328","71.27460479736328","71.27460479736328","71.12197875976562","71.12197875976562","71.12197875976562","67.93566131591797","67.93566131591797","67.93566131591797","58.84607686847448","58.84607686847448","58.84607686847448","66.72424242645502","66.72424242645502","66.72424242645502","60.716207817196846","60.716207817196846","60.716207817196846","79.5614353865385","79.5614353865385","79.5614353865385","63.31360471248627","63.31360471248627","63.31360471248627"
"725","47.004859924316406","47.004859924316406","47.004859924316406","53.64122772216797","53.64122772216797","53.64122772216797","44.90806579589844","44.90806579589844","44.90806579589844","72.83567810058594","72.83567810058594","72.83567810058594","79.37857055664062","79.37857055664062","79.37857055664062","-65.3230059351772","-65.3230059351772","-65.3230059351772","69.846740052104","69.846740052104","69.846740052104","55.298628997057676","55.298628997057676","55.298628997057676","80.28320422768593","80.28320422768593","80.28320422768593","74.32796694338322","74.32796694338322","74.32796694338322"
"726","74.47843933105469","74.47843933105469","74.47843933105469","83.04345703125","83.04345703125","83.04345703125","67.5946044921875","67.5946044921875","67.5946044921875","70.6350326538086","70.6350326538086","70.6350326538086","63.29296875","63.29296875","63.29296875","57.30246774852276","57.30246774852276","57.30246774852276","65.76976614259183","65.76976614259183","65.76976614259183","56.273773834109306","56.273773834109306","56.273773834109306","67.94185576587915","67.94185576587915","67.94185576587915","-19.993124336004257","-19.993124336004257","-19.993124336004257"
"727","44.219215393066406","44.219215393066406","44.219215393066406","54.80515670776367","54.80515670776367","54.80515670776367","60.867286682128906","60.867286682128906","60.867286682128906","54.97549819946289","54.97549819946289","54.97549819946289","69.9664535522461","69.9664535522461","69.9664535522461","74.67419748008251","74.67419748008251","74.67419748008251","37.66176703944802","37.66176703944802","37.66176703944802","50.78199977427721","50.78199977427721","50.78199977427721","80.17449875175953","80.17449875175953","80.17449875175953","45.04467520862818","45.04467520862818","45.04467520862818"
"728","69.0226058959961","69.0226058959961","69.0226058959961","78.10551452636719","78.10551452636719","78.10551452636719","76.18714141845703","76.18714141845703","76.18714141845703","68.32015991210938","68.32015991210938","68.32015991210938","71.02880859375","71.02880859375","71.02880859375","60.225657287985086","60.225657287985086","60.225657287985086","60.59006428718567","60.59006428718567","60.59006428718567","64.71360381413251","64.71360381413251","64.71360381413251","76.81739665567875","76.81739665567875","76.81739665567875","66.7318665869534","66.7318665869534","66.7318665869534"
"729","66.78166961669922","66.78166961669922","66.78166961669922","66.95681762695312","66.95681762695312","66.95681762695312","65.99431610107422","65.99431610107422","65.99431610107422","76.99664306640625","76.99664306640625","76.99664306640625","70.46640014648438","70.46640014648438","70.46640014648438","-2.652991682291031","-2.652991682291031","-2.652991682291031","57.62784009426832","57.62784009426832","57.62784009426832","54.35419564368203","54.35419564368203","54.35419564368203","","","","67.96115774288774","67.96115774288774","67.96115774288774"
"730","62.7795295715332","62.7795295715332","62.7795295715332","71.6998062133789","71.6998062133789","71.6998062133789","77.50119018554688","77.50119018554688","77.50119018554688","69.7602310180664","69.7602310180664","69.7602310180664","80.87034606933594","80.87034606933594","80.87034606933594","75.36589796841145","75.36589796841145","75.36589796841145","68.4398145377636","68.4398145377636","68.4398145377636","81.96095284819603","81.96095284819603","81.96095284819603","78.06168732047081","78.06168732047081","78.06168732047081","73.42109130881727","73.42109130881727","73.42109130881727"
"731","45.77803039550781","45.77803039550781","45.77803039550781","74.5635757446289","74.5635757446289","74.5635757446289","82.34789276123047","82.34789276123047","82.34789276123047","63.460453033447266","63.460453033447266","63.460453033447266","75.76009368896484","75.76009368896484","75.76009368896484","63.85236793756485","63.85236793756485","63.85236793756485","45.16136478073895","45.16136478073895","45.16136478073895","45.557407304644585","45.557407304644585","45.557407304644585","77.23045013844967","77.23045013844967","77.23045013844967","79.16991164535284","79.16991164535284","79.16991164535284"
"732","68.39710235595703","68.39710235595703","68.39710235595703","81.51643371582031","81.51643371582031","81.51643371582031","68.72057342529297","68.72057342529297","68.72057342529297","53.806400299072266","53.806400299072266","53.806400299072266","62.364044189453125","62.364044189453125","62.364044189453125","77.46401284635067","77.46401284635067","77.46401284635067","","","","58.634660840034485","58.634660840034485","58.634660840034485","75.76508375257254","75.76508375257254","75.76508375257254","73.44057561457157","73.44057561457157","73.44057561457157"
"733","65.24092864990234","65.24092864990234","65.24092864990234","75.34807586669922","75.34807586669922","75.34807586669922","77.19482421875","77.19482421875","77.19482421875","62.190589904785156","62.190589904785156","62.190589904785156","77.54767608642578","77.54767608642578","77.54767608642578","82.0908314883709","82.0908314883709","82.0908314883709","39.79618687555194","39.79618687555194","39.79618687555194","48.58139392733574","48.58139392733574","48.58139392733574","82.44833087921143","82.44833087921143","82.44833087921143","38.91551832854748","38.91551832854748","38.91551832854748"
"734","76.49846649169922","76.49846649169922","76.49846649169922","67.24969482421875","67.24969482421875","67.24969482421875","76.9925537109375","76.9925537109375","76.9925537109375","67.96084594726562","67.96084594726562","67.96084594726562","79.60465240478516","79.60465240478516","79.60465240478516","69.4475371427834","69.4475371427834","69.4475371427834","81.78829631209373","81.78829631209373","81.78829631209373","75.07799315452576","75.07799315452576","75.07799315452576","78.43712219595909","78.43712219595909","78.43712219595909","66.81279192864895","66.81279192864895","66.81279192864895"
"735","67.59342193603516","67.59342193603516","67.59342193603516","68.2578353881836","68.2578353881836","68.2578353881836","59.69633483886719","59.69633483886719","59.69633483886719","72.93853759765625","72.93853759765625","72.93853759765625","55.18328094482422","55.18328094482422","55.18328094482422","76.80602295137942","76.80602295137942","76.80602295137942","72.76033300161362","72.76033300161362","72.76033300161362","63.81859405338764","63.81859405338764","63.81859405338764","65.44048804044724","65.44048804044724","65.44048804044724","-45.30300506949425","-45.30300506949425","-45.30300506949425"
"736","77.79994201660156","77.79994201660156","77.79994201660156","77.95747375488281","77.95747375488281","77.95747375488281","75.76016998291016","75.76016998291016","75.76016998291016","65.23332977294922","65.23332977294922","65.23332977294922","55.294288635253906","55.294288635253906","55.294288635253906","61.05477798730135","61.05477798730135","61.05477798730135","70.11946487426758","70.11946487426758","70.11946487426758","59.78983420133591","59.78983420133591","59.78983420133591","74.87577107548714","74.87577107548714","74.87577107548714","74.86980614066124","74.86980614066124","74.86980614066124"
"737","65.39096069335938","65.39096069335938","65.39096069335938","81.2343978881836","81.2343978881836","81.2343978881836","80.83220672607422","80.83220672607422","80.83220672607422","67.84801483154297","67.84801483154297","67.84801483154297","67.9421157836914","67.9421157836914","67.9421157836914","71.83088275790215","71.83088275790215","71.83088275790215","74.368643283844","74.368643283844","74.368643283844","63.92282526195049","63.92282526195049","63.92282526195049","73.98151578009129","73.98151578009129","73.98151578009129","0.21723132906481624","0.21723132906481624","0.21723132906481624"
"738","67.45186614990234","67.45186614990234","67.45186614990234","66.31668090820312","66.31668090820312","66.31668090820312","63.24088668823242","63.24088668823242","63.24088668823242","62.7672004699707","62.7672004699707","62.7672004699707","66.37770080566406","66.37770080566406","66.37770080566406","53.68996223807335","53.68996223807335","53.68996223807335","70.29392537474632","70.29392537474632","70.29392537474632","66.04015435278416","66.04015435278416","66.04015435278416","70.78285256028175","70.78285256028175","70.78285256028175","61.04721562564373","61.04721562564373","61.04721562564373"
"739","80.68421173095703","80.68421173095703","80.68421173095703","54.274478912353516","54.274478912353516","54.274478912353516","62.7859992980957","62.7859992980957","62.7859992980957","71.4900131225586","71.4900131225586","71.4900131225586","71.17949676513672","71.17949676513672","71.17949676513672","51.71329125761986","51.71329125761986","51.71329125761986","68.66292616724968","68.66292616724968","68.66292616724968","62.346989463083446","62.346989463083446","62.346989463083446","77.72520241141319","77.72520241141319","77.72520241141319","66.0062066912651","66.0062066912651","66.0062066912651"
"740","52.03229904174805","52.03229904174805","52.03229904174805","79.13127899169922","79.13127899169922","79.13127899169922","79.35626983642578","79.35626983642578","79.35626983642578","74.887451171875","74.887451171875","74.887451171875","78.34797668457031","78.34797668457031","78.34797668457031","62.03352952748537","62.03352952748537","62.03352952748537","70.27742898464203","70.27742898464203","70.27742898464203","76.16317830979824","76.16317830979824","76.16317830979824","85.44773398712277","85.44773398712277","85.44773398712277","-21.321140237152576","-21.321140237152576","-21.321140237152576"
"741","69.18116760253906","69.18116760253906","69.18116760253906","65.15201568603516","65.15201568603516","65.15201568603516","79.9063491821289","79.9063491821289","79.9063491821289","71.76927947998047","71.76927947998047","71.76927947998047","59.06715774536133","59.06715774536133","59.06715774536133","3.368744947016239","3.368744947016239","3.368744947016239","53.76424697099719","53.76424697099719","53.76424697099719","68.62313941121101","68.62313941121101","68.62313941121101","77.96989416517317","77.96989416517317","77.96989416517317","37.6658008415252","37.6658008415252","37.6658008415252"
"742","","","","","","","","","","","","","","","","75.4450845271349","75.4450845271349","75.4450845271349","76.6197250932455","76.6197250932455","76.6197250932455","61.476865619421005","61.476865619421005","61.476865619421005","58.17835232615471","58.17835232615471","58.17835232615471","43.079202903434634","43.079202903434634","43.079202903434634"
"743","72.220703125","72.220703125","72.220703125","69.4424819946289","69.4424819946289","69.4424819946289","74.51283264160156","74.51283264160156","74.51283264160156","61.8992805480957","61.8992805480957","61.8992805480957","68.18402862548828","68.18402862548828","68.18402862548828","13.66891773045063","13.66891773045063","13.66891773045063","71.60547657497227","71.60547657497227","71.60547657497227","71.84400430321693","71.84400430321693","71.84400430321693","76.11190566420555","76.11190566420555","76.11190566420555","75.57000781223178","75.57000781223178","75.57000781223178"
"744","73.54533386230469","73.54533386230469","73.54533386230469","60.91542053222656","60.91542053222656","60.91542053222656","56.95366287231445","56.95366287231445","56.95366287231445","52.96767044067383","52.96767044067383","52.96767044067383","61.79209518432617","61.79209518432617","61.79209518432617","-42.792857587337494","-42.792857587337494","-42.792857587337494","80.73976618051529","80.73976618051529","80.73976618051529","64.11787717044353","64.11787717044353","64.11787717044353","86.07057233154774","86.07057233154774","86.07057233154774","80.50099986791611","80.50099986791611","80.50099986791611"
"745","71.38147735595703","71.38147735595703","71.38147735595703","77.49606323242188","77.49606323242188","77.49606323242188","58.180545806884766","58.180545806884766","58.180545806884766","54.053924560546875","54.053924560546875","54.053924560546875","83.74201965332031","83.74201965332031","83.74201965332031","59.2756257802248","59.2756257802248","59.2756257802248","69.43929153680801","69.43929153680801","69.43929153680801","52.41917273402214","52.41917273402214","52.41917273402214","63.60188453641604","63.60188453641604","63.60188453641604","5.696281298995018","5.696281298995018","5.696281298995018"
"746","76.95317840576172","76.95317840576172","76.95317840576172","75.9288330078125","75.9288330078125","75.9288330078125","61.74879837036133","61.74879837036133","61.74879837036133","80.40451049804688","80.40451049804688","80.40451049804688","78.54852294921875","78.54852294921875","78.54852294921875","78.38034272193909","78.38034272193909","78.38034272193909","57.624515414237976","57.624515414237976","57.624515414237976","80.17632572352886","80.17632572352886","80.17632572352886","71.5477098338306","71.5477098338306","71.5477098338306","49.46803644299507","49.46803644299507","49.46803644299507"
"747","61.328269958496094","61.328269958496094","61.328269958496094","78.25880432128906","78.25880432128906","78.25880432128906","75.53284454345703","75.53284454345703","75.53284454345703","41.74290084838867","41.74290084838867","41.74290084838867","69.34507751464844","69.34507751464844","69.34507751464844","75.5574901252985","75.5574901252985","75.5574901252985","74.5081177353859","74.5081177353859","74.5081177353859","54.71486055850983","54.71486055850983","54.71486055850983","68.73649628460407","68.73649628460407","68.73649628460407","77.1103062927723","77.1103062927723","77.1103062927723"
"748","75.27364349365234","75.27364349365234","75.27364349365234","67.24015808105469","67.24015808105469","67.24015808105469","80.03407287597656","80.03407287597656","80.03407287597656","70.0064926147461","70.0064926147461","70.0064926147461","69.62702941894531","69.62702941894531","69.62702941894531","49.044475082308054","49.044475082308054","49.044475082308054","64.41143043432385","64.41143043432385","64.41143043432385","50.37148755043745","50.37148755043745","50.37148755043745","79.62561817839742","79.62561817839742","79.62561817839742","69.15568514168262","69.15568514168262","69.15568514168262"
"749","62.327781677246094","62.327781677246094","62.327781677246094","74.5625","74.5625","74.5625","73.61714935302734","73.61714935302734","73.61714935302734","79.1249771118164","79.1249771118164","79.1249771118164","87.75554656982422","87.75554656982422","87.75554656982422","59.60210885107517","59.60210885107517","59.60210885107517","73.25431680679321","73.25431680679321","73.25431680679321","56.16250657476485","56.16250657476485","56.16250657476485","72.94156739860773","72.94156739860773","72.94156739860773","72.85422561690211","72.85422561690211","72.85422561690211"
"750","71.14490509033203","71.14490509033203","71.14490509033203","50.234619140625","50.234619140625","50.234619140625","65.42858123779297","65.42858123779297","65.42858123779297","58.99909973144531","58.99909973144531","58.99909973144531","77.59861755371094","77.59861755371094","77.59861755371094","66.33909779787064","66.33909779787064","66.33909779787064","74.38277848809958","74.38277848809958","74.38277848809958","77.78191811032593","77.78191811032593","77.78191811032593","77.35551556944847","77.35551556944847","77.35551556944847","73.02039229869843","73.02039229869843","73.02039229869843"
"751","64.79781341552734","64.79781341552734","64.79781341552734","74.61981201171875","74.61981201171875","74.61981201171875","75.21726989746094","75.21726989746094","75.21726989746094","70.66509246826172","70.66509246826172","70.66509246826172","67.77717590332031","67.77717590332031","67.77717590332031","73.0651486814022","73.0651486814022","73.0651486814022","61.30222352594137","61.30222352594137","61.30222352594137","71.41698238253593","71.41698238253593","71.41698238253593","67.50934938667342","67.50934938667342","67.50934938667342","82.27773612737656","82.27773612737656","82.27773612737656"
"752","53.02648162841797","53.02648162841797","53.02648162841797","81.57450866699219","81.57450866699219","81.57450866699219","69.86446380615234","69.86446380615234","69.86446380615234","45.36714172363281","45.36714172363281","45.36714172363281","82.12727355957031","82.12727355957031","82.12727355957031","55.40941405296326","55.40941405296326","55.40941405296326","86.21330155432224","86.21330155432224","86.21330155432224","76.826694637537","76.826694637537","76.826694637537","70.71882555633783","70.71882555633783","70.71882555633783","","",""
"753","62.77090835571289","62.77090835571289","62.77090835571289","54.46808624267578","54.46808624267578","54.46808624267578","44.816680908203125","44.816680908203125","44.816680908203125","66.34679412841797","66.34679412841797","66.34679412841797","67.59490966796875","67.59490966796875","67.59490966796875","68.34361210092902","68.34361210092902","68.34361210092902","66.86344049940817","66.86344049940817","66.86344049940817","69.53687086701393","69.53687086701393","69.53687086701393","71.38957968447357","71.38957968447357","71.38957968447357","63.094653487205505","63.094653487205505","63.094653487205505"
"754","55.444618225097656","55.444618225097656","55.444618225097656","67.54926300048828","67.54926300048828","67.54926300048828","71.74497985839844","71.74497985839844","71.74497985839844","68.81790161132812","68.81790161132812","68.81790161132812","73.84669494628906","73.84669494628906","73.84669494628906","-17.003260850906372","-17.003260850906372","-17.003260850906372","48.00485822139308","48.00485822139308","48.00485822139308","83.72012358903885","83.72012358903885","83.72012358903885","72.86538344621658","72.86538344621658","72.86538344621658","67.61717031896114","67.61717031896114","67.61717031896114"
"755","71.64125061035156","71.64125061035156","71.64125061035156","77.40311431884766","77.40311431884766","77.40311431884766","72.88433837890625","72.88433837890625","72.88433837890625","69.79905700683594","69.79905700683594","69.79905700683594","65.16082763671875","65.16082763671875","65.16082763671875","69.45250851660967","69.45250851660967","69.45250851660967","71.82314479351044","71.82314479351044","71.82314479351044","-21.970876812934875","-21.970876812934875","-21.970876812934875","64.84609326720238","64.84609326720238","64.84609326720238","58.235303193330765","58.235303193330765","58.235303193330765"
"756","75.11273193359375","75.11273193359375","75.11273193359375","56.921424865722656","56.921424865722656","56.921424865722656","58.598724365234375","58.598724365234375","58.598724365234375","65.42469787597656","65.42469787597656","65.42469787597656","82.43994903564453","82.43994903564453","82.43994903564453","72.74994252622128","72.74994252622128","72.74994252622128","60.4341496527195","60.4341496527195","60.4341496527195","74.4035137295723","74.4035137295723","74.4035137295723","81.87559853866696","81.87559853866696","81.87559853866696","78.63902036845684","78.63902036845684","78.63902036845684"
"757","68.5097885131836","68.5097885131836","68.5097885131836","57.76934814453125","57.76934814453125","57.76934814453125","81.38233184814453","81.38233184814453","81.38233184814453","59.35585021972656","59.35585021972656","59.35585021972656","55.129173278808594","55.129173278808594","55.129173278808594","74.54079094529152","74.54079094529152","74.54079094529152","-1.7533735679462552","-1.7533735679462552","-1.7533735679462552","55.8028601706028","55.8028601706028","55.8028601706028","-89.45695326477289","-89.45695326477289","-89.45695326477289","-46.95208024978638","-46.95208024978638","-46.95208024978638"
"758","76.21454620361328","76.21454620361328","76.21454620361328","73.61903381347656","73.61903381347656","73.61903381347656","72.63774871826172","72.63774871826172","72.63774871826172","69.43128204345703","69.43128204345703","69.43128204345703","47.6176872253418","47.6176872253418","47.6176872253418","64.87007259763777","64.87007259763777","64.87007259763777","34.3550688624382","34.3550688624382","34.3550688624382","70.8723159134388","70.8723159134388","70.8723159134388","63.5946092158556","63.5946092158556","63.5946092158556","58.97091939300299","58.97091939300299","58.97091939300299"
"759","55.84253692626953","55.84253692626953","55.84253692626953","72.2130355834961","72.2130355834961","72.2130355834961","60.43927001953125","60.43927001953125","60.43927001953125","77.0499267578125","77.0499267578125","77.0499267578125","68.58048248291016","68.58048248291016","68.58048248291016","-45.57208478823304","-45.57208478823304","-45.57208478823304","61.84964507073164","61.84964507073164","61.84964507073164","71.47111095488071","71.47111095488071","71.47111095488071","71.93181279301643","71.93181279301643","71.93181279301643","69.89310896396637","69.89310896396637","69.89310896396637"
"760","62.744850158691406","62.744850158691406","62.744850158691406","83.20116424560547","83.20116424560547","83.20116424560547","80.92610168457031","80.92610168457031","80.92610168457031","68.23899841308594","68.23899841308594","68.23899841308594","68.0450439453125","68.0450439453125","68.0450439453125","68.02222583442926","68.02222583442926","68.02222583442926","52.2931225374341","52.2931225374341","52.2931225374341","58.93973283469677","58.93973283469677","58.93973283469677","75.49107533693314","75.49107533693314","75.49107533693314","-3.111368954181671","-3.111368954181671","-3.111368954181671"
"761","58.9085578918457","58.9085578918457","58.9085578918457","66.00265502929688","66.00265502929688","66.00265502929688","63.65540313720703","63.65540313720703","63.65540313720703","60.293827056884766","60.293827056884766","60.293827056884766","65.19507598876953","65.19507598876953","65.19507598876953","72.42115885019302","72.42115885019302","72.42115885019302","58.8505804091692","58.8505804091692","58.8505804091692","76.95961309410632","76.95961309410632","76.95961309410632","70.63294693827629","70.63294693827629","70.63294693827629","71.36575111746788","71.36575111746788","71.36575111746788"
"762","72.70024871826172","72.70024871826172","72.70024871826172","62.9505500793457","62.9505500793457","62.9505500793457","73.82820892333984","73.82820892333984","73.82820892333984","66.65364074707031","66.65364074707031","66.65364074707031","70.15021514892578","70.15021514892578","70.15021514892578","68.21003898978233","68.21003898978233","68.21003898978233","61.00642068684101","61.00642068684101","61.00642068684101","44.762724072206765","44.762724072206765","44.762724072206765","76.4775836840272","76.4775836840272","76.4775836840272","74.2964478135109","74.2964478135109","74.2964478135109"
"763","59.46157455444336","59.46157455444336","59.46157455444336","65.9071044921875","65.9071044921875","65.9071044921875","71.4101791381836","71.4101791381836","71.4101791381836","71.08881378173828","71.08881378173828","71.08881378173828","76.54532623291016","76.54532623291016","76.54532623291016","53.51421493291855","53.51421493291855","53.51421493291855","74.28763547539711","74.28763547539711","74.28763547539711","61.88289676606655","61.88289676606655","61.88289676606655","80.04438915848732","80.04438915848732","80.04438915848732","74.88038096763194","74.88038096763194","74.88038096763194"
"764","71.90435791015625","71.90435791015625","71.90435791015625","62.392845153808594","62.392845153808594","62.392845153808594","66.17704010009766","66.17704010009766","66.17704010009766","67.64872741699219","67.64872741699219","67.64872741699219","80.03964233398438","80.03964233398438","80.03964233398438","-36.73237271793187","-36.73237271793187","-36.73237271793187","48.579700738191605","48.579700738191605","48.579700738191605","74.01479154080153","74.01479154080153","74.01479154080153","74.07228413969278","74.07228413969278","74.07228413969278","68.0862082876265","68.0862082876265","68.0862082876265"
"765","75.2671127319336","75.2671127319336","75.2671127319336","61.36354446411133","61.36354446411133","61.36354446411133","71.18596649169922","71.18596649169922","71.18596649169922","63.17979431152344","63.17979431152344","63.17979431152344","68.38321685791016","68.38321685791016","68.38321685791016","78.72143104672432","78.72143104672432","78.72143104672432","-89.55807349830866","-89.55807349830866","-89.55807349830866","43.94256368279457","43.94256368279457","43.94256368279457","78.69007473066449","78.69007473066449","78.69007473066449","78.40118618309498","78.40118618309498","78.40118618309498"
"766","66.67948150634766","66.67948150634766","66.67948150634766","73.38108825683594","73.38108825683594","73.38108825683594","76.8178482055664","76.8178482055664","76.8178482055664","74.5066146850586","74.5066146850586","74.5066146850586","53.782081604003906","53.782081604003906","53.782081604003906","80.30128410458565","80.30128410458565","80.30128410458565","64.06581065431237","64.06581065431237","64.06581065431237","75.34685858339071","75.34685858339071","75.34685858339071","72.16522005014122","72.16522005014122","72.16522005014122","61.73483298718929","61.73483298718929","61.73483298718929"
"767","69.0221939086914","69.0221939086914","69.0221939086914","71.3402328491211","71.3402328491211","71.3402328491211","72.59876251220703","72.59876251220703","72.59876251220703","71.11418914794922","71.11418914794922","71.11418914794922","63.710174560546875","63.710174560546875","63.710174560546875","","","","78.34369592368603","78.34369592368603","78.34369592368603","66.69441542029381","66.69441542029381","66.69441542029381","78.85515081882477","78.85515081882477","78.85515081882477","81.34036633372307","81.34036633372307","81.34036633372307"
